STATEFP,GEOID,NAMELSAD,ALAND,AWATER,sum
30,3001675,Anaconda-Deer Lodge County,1907998860,12199890,426777.0
02,0236400,Juneau city and borough,7003406836,1426230792,1793119.0
02,0270540,Sitka city and borough,7433415763,5037747536,188791.0
02,0286380,Wrangell city and borough,6619997018,2384375227,136558.0
02,0203000,Anchorage municipality,4420591349,621302197,3.5414577E7
49,4947290,Magna metro township,39125264,57944495,1403543.7019607844
49,4922875,Emigration Canyon metro township,47187917,0,0.0
49,4984050,White City metro township,2256665,0,96317.76078431375
49,4915720,Copperton metro township,807087,0,0.8235294117647058
49,4940470,Kearns metro township,11993405,0,1850001.094117647
22,2218125,Covington city,20771074,345443,2288765.815686275
22,2248225,Mandeville city,18444828,423172,2388326.235294117
22,2218650,Crowley city,15154654,1397,3055726.913725491
22,2205000,Baton Rouge city,223557844,5708637,7.57616961176471E7
22,2253545,Natchitoches city,58765044,9308983,4182950.635294118
22,2210950,Bunkie city,7827181,39783,467796.50588235294
22,2261615,Ponchatoula city,12256259,10687,828442.3607843138
22,2248750,Marksville city,12466681,34862,388846.05098039214
22,2200975,Alexandria city,73790296,1788418,1.2525664980392154E7
22,2260530,Pineville city,32635245,1357876,1802948.0352941179
22,2209340,Breaux Bridge city,19983443,462775,1226133.0
22,2267600,St. Martinville city,7903789,277271,208475.74117647062
22,2243010,Leesville city,19822518,337144,1149849.3411764705
22,2200100,Abbeville city,15660962,83689,1066893.3294117646
22,2250885,Minden city,38946147,439466,2982449.6784313703
22,2263645,Rayne city,9821507,17505,781036.4039215686
22,2270000,Shreveport city,279195930,40270180,5.151896752549018E7
22,2278715,Ville Platte city,10403641,1289,464331.0117647059
22,2229850,Gonzales city,23676763,278961,2954335.2352941185
22,2221240,Donaldsonville city,9784790,60015,380344.0
22,2220610,DeRidder city,24062013,228174,1558086.1490196078
22,2261790,Port Allen city,7342523,1276650,1357155.4274509803
22,2283405,Zachary city,67705732,87474,906808.6078431375
22,2210075,Broussard city,46332274,101499,8671450.51764706
22,2240735,Lafayette city,144582240,203100,3.245460189803921E7
22,2272485,Springhill city,16092285,206901,450835.4588235294
22,2266655,Ruston city,54750521,175428,5385574.0
22,2251410,Monroe city,76804875,8423374,1.8087506725490194E7
22,2280955,West Monroe city,20787020,743977,6861342.788235295
22,2248365,Mansfield city,9459600,19783,349756.0
22,2220435,Denham Springs city,18887710,157595,2407760.015686274
22,2282495,Winnsboro city,10354904,160383,1326749.494117647
22,2232755,Hammond city,36355203,9581,8778112.72156863
22,2267250,St. Gabriel city,76811029,579738,9757161.521568626
22,2254035,New Iberia city,28853949,292522,9785374.603921562
22,2258045,Opelousas city,25034040,8028,3306089.6627450986
22,2252040,Morgan City city,15498740,689895,6357458.878431371
22,2213960,Central city,161244698,708155,459084.0
22,2230515,Grambling city,15287902,56873,1173758.3764705881
22,2208920,Bossier City city,113438592,3325431,1.5190442980392162E7
22,2238075,Jeanerette city,5978221,139866,127647.4431372549
22,2227155,Franklin city,25696620,1476965,571339.3529411765
22,2260880,Plaquemine city,7570546,214131,274400.49019607843
22,2241155,Lake Charles city,118232073,7281617,1.795369488235294E7
22,2231915,Gretna city,10451944,1191856,2374289.854901961
22,2232930,Harahan city,5227222,1234216,299990.4980392157
22,2239475,Kenner city,38541001,600053,1.3766451913725493E7
22,2238355,Jennings city,26947663,47011,1366395.7921568626
22,2281165,Westwego city,8070430,1241824,1168896.3058823529
22,2256540,Oakdale city,13447472,161064,436388.0745098039
22,2273640,Sulphur city,29056325,42041,4827977.003921571
27,2740418,Marble city,11141200,261986,4593.0
27,2744980,Nashwauk city,38358155,1808559,52401.0
27,2709316,Calumet city,4662402,198134,1213.0
27,2702872,Aurora city,9577360,557322,90296.41568627451
28,2864200,Ruleville city,6522346,21825,79388.0
28,2849320,Mound Bayou city,2270503,1086,62118.64705882353
28,2863720,Rosedale city,14024179,161250,59013.0
28,2867040,Shelby city,7073122,27405,59961.0
28,2836000,Jackson city,289342143,5532980,3.313396347450981E7
28,2862520,Ridgeland city,55390227,4587733,5301477.262745101
28,2844520,Madison city,65394922,3059241,1802542.0352941176
28,2812900,Charleston city,3509615,9391,90161.93725490196
28,2855760,Pearl city,66008538,321286,5511534.737254899
28,2862400,Richland city,32439577,168591,6013408.011764708
28,2876720,Vicksburg city,85503989,5386389,9898546.392156862
28,2840600,Lexington city,6261178,9785,24610.13725490196
28,2834740,Indianola city,22198456,225273,1304358.4784313727
28,2814420,Clinton city,108438662,712244,2064312.1647058825
28,2808820,Brookhaven city,56053194,229104,4444991.54117647
28,2881520,Yazoo City city,26118466,322667,1272119.8823529412
28,2811100,Canton city,55133669,739030,1069697.1686274512
28,2813820,Clarksdale city,48657492,17529,3043980.1764705884
28,2808300,Brandon city,66468051,234476,2784440.388235294
28,2817060,Crystal Springs city,14061772,136711,312882.9921568627
28,2831220,Hazlehurst city,11474844,116967,281334.0156862745
28,2829180,Greenville city,69656569,2002716,5976551.670588235
28,2840280,Leland city,9280974,130595,219177.45098039217
28,2843280,McComb city,30510048,154492,3073256.2549019605
28,2844680,Magnolia city,15909646,117173,944441.0549019607
28,2825100,Flowood city,74587182,1033142,5761061.996078432
28,2835260,Itta Bena city,3654131,115789,20442.32941176471
28,2829340,Greenwood city,31947513,922978,4579967.513725492
28,2810140,Byram city,47561697,688657,734340.6784313726
28,2850440,Natchez city,40961580,1527127,2032408.423529412
29,2923266,Fairfax city,1205634,14911,10101.0
30,3067450,Shelby city,14974418,453079,479351.2
30,3067900,Sidney city,8508776,49128,510616.0823529412
30,3008950,Bozeman city,53350021,128022,7547198.29019608
30,3073975,Three Forks city,3709633,148667,241132.79215686276
30,3042700,Laurel city,5626414,4019,1268455.717647059
30,3050200,Missoula city,89346378,491344,1.5849712066666657E7
30,3016600,Columbia Falls city,5694415,8162,1071458.2745098036
30,3049525,Miles City city,8707066,14553,1071918.9529411765
30,3016525,Colstrip city,10478036,16125,152937.06666666665
30,3033775,Hamilton city,6278132,92799,859428.1529411767
30,3035600,Helena city,43565749,98206,9315976.490196073
30,3058750,Polson city,11759189,437266,506711.6313725491
30,3018775,Cut Bank city,2995869,10561,518305.30196078436
30,3040075,Kalispell city,32183656,219526,4472123.321568625
30,3079825,Whitefish city,18106404,13911778,320196.8901960784
30,3043975,Livingston city,14610036,138920,819027.8470588237
30,3032800,Great Falls city,59578859,1236484,8921502.290196074
