"GEO_ID","NAME","P001001","P001002","P001003","P001004","P001005","P001006","P001007","P001008","P001009","P001010","P001011","P001012","P001013","P001014","P001015","P001016","P001017","P001018","P001019","P001020","P001021","P001022","P001023","P001024","P001025","P001026","P001027","P001028","P001029","P001030","P001031","P001032","P001033","P001034","P001035","P001036","P001037","P001038","P001039","P001040","P001041","P001042","P001043","P001044","P001045","P001046","P001047","P001048","P001049","P001050","P001051","P001052","P001053","P001054","P001055","P001056","P001057","P001058","P001059","P001060","P001061","P001062","P001063","P001064","P001065","P001066","P001067","P001068","P001069","P001070","P001071",
"Geography","Geographic Area Name","Total","Total!!Population of one race","Total!!Population of one race!!White alone","Total!!Population of one race!!Black or African American alone","Total!!Population of one race!!American Indian and Alaska Native alone","Total!!Population of one race!!Asian alone","Total!!Population of one race!!Native Hawaiian and Other Pacific Islander alone","Total!!Population of one race!!Some Other Race alone","Total!!Two or More Races","Total!!Two or More Races!!Population of two races","Total!!Two or More Races!!Population of two races!!White; Black or African American","Total!!Two or More Races!!Population of two races!!White; American Indian and Alaska Native","Total!!Two or More Races!!Population of two races!!White; Asian","Total!!Two or More Races!!Population of two races!!White; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of two races!!White; Some Other Race","Total!!Two or More Races!!Population of two races!!Black or African American; American Indian and Alaska Native","Total!!Two or More Races!!Population of two races!!Black or African American; Asian","Total!!Two or More Races!!Population of two races!!Black or African American; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of two races!!Black or African American; Some Other Race","Total!!Two or More Races!!Population of two races!!American Indian and Alaska Native; Asian","Total!!Two or More Races!!Population of two races!!American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of two races!!American Indian and Alaska Native; Some Other Race","Total!!Two or More Races!!Population of two races!!Asian; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of two races!!Asian; Some Other Race","Total!!Two or More Races!!Population of two races!!Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of three races","Total!!Two or More Races!!Population of three races!!White; Black or African American; American Indian and Alaska Native","Total!!Two or More Races!!Population of three races!!White; Black or African American; Asian","Total!!Two or More Races!!Population of three races!!White; Black or African American; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of three races!!White; Black or African American; Some Other Race","Total!!Two or More Races!!Population of three races!!White; American Indian and Alaska Native; Asian","Total!!Two or More Races!!Population of three races!!White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of three races!!White; American Indian and Alaska Native; Some Other Race","Total!!Two or More Races!!Population of three races!!White; Asian; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of three races!!White; Asian; Some Other Race","Total!!Two or More Races!!Population of three races!!White; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of three races!!Black or African American; American Indian and Alaska Native; Asian","Total!!Two or More Races!!Population of three races!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of three races!!Black or African American; American Indian and Alaska Native; Some Other Race","Total!!Two or More Races!!Population of three races!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of three races!!Black or African American; Asian; Some Other Race","Total!!Two or More Races!!Population of three races!!Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of three races!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of three races!!American Indian and Alaska Native; Asian; Some Other Race","Total!!Two or More Races!!Population of three races!!American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of three races!!Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of four races","Total!!Two or More Races!!Population of four races!!White; Black or African American; American Indian and Alaska Native; Asian","Total!!Two or More Races!!Population of four races!!White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of four races!!White; Black or African American; American Indian and Alaska Native; Some Other Race","Total!!Two or More Races!!Population of four races!!White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of four races!!White; Black or African American; Asian; Some Other Race","Total!!Two or More Races!!Population of four races!!White; Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of four races!!White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of four races!!White; American Indian and Alaska Native; Asian; Some Other Race","Total!!Two or More Races!!Population of four races!!White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of four races!!White; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of four races!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of four races!!Black or African American; American Indian and Alaska Native; Asian; Some Other Race","Total!!Two or More Races!!Population of four races!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of four races!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of four races!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of five races","Total!!Two or More Races!!Population of five races!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander","Total!!Two or More Races!!Population of five races!!White; Black or African American; American Indian and Alaska Native; Asian; Some Other Race","Total!!Two or More Races!!Population of five races!!White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of five races!!White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of five races!!White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of five races!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total!!Two or More Races!!Population of six races","Total!!Two or More Races!!Population of six races!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race",
"1600000US0100100","Abanda CDP, Alabama","192","189","129","58","0","0","0","2","3","3","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0100124","Abbeville city, Alabama","2688","2657","1463","1113","2","26","0","53","31","28","17","6","1","1","2","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0100460","Adamsville city, Alabama","4522","4484","2366","2030","23","14","1","50","38","37","9","15","1","0","3","6","1","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0100484","Addison town, Alabama","758","753","751","1","0","1","0","0","5","5","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0100676","Akron town, Alabama","356","355","47","308","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0100820","Alabaster city, Alabama","30352","29882","24103","4105","124","271","10","1269","470","433","134","87","67","0","96","17","7","3","7","1","0","2","2","9","1","36","16","3","0","1","4","0","0","9","0","2","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0100988","Albertville city, Alabama","21160","20718","16062","405","170","97","30","3954","442","421","131","94","11","12","121","7","0","0","7","1","1","20","4","6","6","10","0","0","0","0","2","2","5","0","1","0","0","0","0","0","0","0","0","0","0","0","10","0","0","2","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","1","1",
"1600000US0101132","Alexander City city, Alabama","14875","14740","9246","4757","35","139","2","561","135","119","51","28","7","4","11","8","2","0","5","0","0","0","1","2","0","14","6","3","0","0","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",
"1600000US0101180","Alexandria CDP, Alabama","3917","3884","3425","400","12","18","10","19","33","32","8","17","3","0","2","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0101228","Aliceville city, Alabama","2486","2446","563","1861","2","1","0","19","40","36","15","11","1","0","0","2","7","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0101396","Allgood town, Alabama","622","616","495","4","2","4","0","111","6","6","0","4","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0101660","Altoona town, Alabama","933","916","894","16","2","2","0","2","17","16","1","11","2","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0101708","Andalusia city, Alabama","9015","8860","6356","2337","37","91","0","39","155","146","94","34","3","0","9","2","0","0","1","1","1","0","0","1","0","8","7","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0101756","Anderson town, Alabama","282","277","276","0","1","0","0","0","5","5","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0101852","Anniston city, Alabama","23106","22717","10327","11903","69","184","13","221","389","362","145","67","27","2","24","24","24","7","22","5","0","2","4","8","1","20","9","3","0","3","2","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","7","3","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0102116","Arab city, Alabama","8050","7958","7775","8","50","59","6","60","92","90","20","49","10","1","3","0","0","0","0","1","5","0","0","1","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0102260","Ardmore town, Alabama","1194","1177","1126","23","9","11","1","7","17","17","6","9","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0102320","Argo town, Alabama","4071","4020","3832","148","16","14","6","4","51","45","13","22","5","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0",
"1600000US0102428","Ariton town, Alabama","764","753","598","147","0","1","0","7","11","11","8","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0102500","Arley town, Alabama","357","342","337","0","2","1","1","1","15","12","0","7","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0",
"1600000US0102836","Ashford town, Alabama","2148","2132","1696","418","4","5","0","9","16","15","6","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0102860","Ashland town, Alabama","2037","2010","1456","491","7","15","0","41","27","25","10","6","0","0","4","4","0","0","1","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0102908","Ashville city, Alabama","2212","2168","1677","450","4","6","0","31","44","44","16","16","3","1","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0102956","Athens city, Alabama","21897","21475","15976","3841","139","200","22","1297","422","403","169","108","37","4","44","10","15","0","5","0","0","3","1","1","6","19","10","1","0","3","0","0","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0103004","Atmore city, Alabama","10194","10048","4073","5672","184","30","6","83","146","138","35","63","5","0","5","17","7","0","4","0","0","1","0","0","1","8","4","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0103028","Attalla city, Alabama","6048","5928","4929","771","24","29","2","173","120","117","49","32","5","4","13","0","0","0","10","1","0","0","0","3","0","3","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0103076","Auburn city, Alabama","53380(r38811)","52503","40069","8834","149","2825","16","610","877","837","201","184","241","18","67","27","34","2","17","2","1","1","9","30","3","39","18","0","0","3","3","0","0","4","0","2","5","0","0","0","4","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0103220","Autaugaville town, Alabama","870","858","272","581","2","0","0","3","12","8","0","3","0","0","1","3","0","1","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0103364","Avon town, Alabama","543","534","514","10","10","0","0","0","9","9","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0103508","Axis CDP, Alabama","757","737","506","204","24","1","1","1","20","20","1","18","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0103556","Babbie town, Alabama","603","593","583","0","0","9","0","1","10","10","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0103676","Baileyton town, Alabama","610","597","587","1","3","0","1","5","13","13","2","9","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0103724","Bakerhill town, Alabama","279","275","172","99","2","0","0","2","4","4","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0103820","Ballplay CDP, Alabama","1580","1561","1541","2","11","4","0","3","19","19","2","12","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0103940","Banks town, Alabama","179","174","124","44","4","0","0","2","5","5","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0104660","Bay Minette city, Alabama","8044","7911","4861","2837","77","68","1","67","133","125","40","44","5","0","11","11","5","1","3","0","0","0","2","2","1","8","4","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0104684","Bayou La Batre city, Alabama","2558","2476","1543","314","9","583","2","25","82","75","22","7","20","0","1","0","5","0","0","1","0","0","0","13","6","7","0","0","0","0","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0104852","Bear Creek town, Alabama","1070","1057","1039","1","7","2","0","8","13","13","1","8","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0104900","Beatrice town, Alabama","301","301","71","229","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0104948","Beaverton town, Alabama","201","201","191","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0105140","Belgreen CDP, Alabama","129","129","124","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0105164","Belk town, Alabama","215","215","206","6","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0105188","Bellamy CDP, Alabama","543","543","45","493","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0105212","Belle Fontaine CDP, Alabama","608","597","561","10","3","14","0","9","11","10","0","5","1","0","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0105692","Benton town, Alabama","49","49","40","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0105932","Berry town, Alabama","1148","1134","1042","85","0","0","0","7","14","14","13","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0105980","Bessemer city, Alabama","27456","27214","6669","19546","88","53","0","858","242","213","74","43","11","1","22","28","17","3","9","0","0","1","2","2","0","22","9","0","0","2","1","0","0","0","0","3","1","0","0","5","1","0","0","0","0","0","6","0","1","4","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0",
"1600000US0106460","Billingsley town, Alabama","144","144","124","16","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0107000","Birmingham city, Alabama","212237(r38812)","210038","47258","155791","445","2152","86","4306","2199","2012","648","284","232","12","221","273","115","39","110","2","2","12","13","30","19","168","89","21","0","22","5","1","9","2","6","0","3","0","0","1","4","1","0","0","0","4","18","11","3","1","0","3","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1600000US0107120","Black town, Alabama","207","204","191","13","0","0","0","0","3","3","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0107456","Blountsville town, Alabama","1684","1667","1470","11","16","6","15","149","17","17","6","7","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0107588","Blue Ridge CDP, Alabama","1341","1329","1267","36","10","12","2","2","12","12","4","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0107672","Blue Springs town, Alabama","96","96","89","6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0107912","Boaz city, Alabama","9551","9394","8337","169","40","68","30","750","157","152","42","40","11","1","41","1","0","0","1","4","0","2","4","3","2","4","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"1600000US0108104","Boligee town, Alabama","328","325","29","296","0","0","0","0","3","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0108248","Bon Air town, Alabama","116","108","93","8","3","0","0","4","8","8","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0108680","Boykin CDP, Alabama","275","275","11","262","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0109016","Brantley town, Alabama","809","786","454","314","5","4","0","9","23","23","13","6","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0109064","Brantleyville CDP, Alabama","884","853","726","29","8","4","0","86","31","26","5","14","0","0","7","0","0","0","0","0","0","0","0","0","0","5","3","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0109136","Brent city, Alabama","4947","4917","2229","2648","7","0","8","25","30","28","5","7","0","0","1","0","8","5","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0109208","Brewton city, Alabama","5408","5354","2927","2304","38","19","4","62","54","54","19","7","9","0","6","6","0","3","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0109328","Bridgeport city, Alabama","2418","2320","2031","207","46","4","4","28","98","97","29","51","1","0","0","13","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0109400","Brighton city, Alabama","2945","2919","190","2384","28","0","0","317","26","24","3","3","1","0","10","2","2","0","3","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0109424","Brilliant town, Alabama","900","891","885","2","1","1","0","2","9","9","0","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0109457","Bristow Cove CDP, Alabama","683","668","622","0","10","1","0","35","15","14","0","9","0","0","4","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
