,city type,REGION,State_name,CensusPop_20,ssp22050,ssp22100,NAMELSAD,volume_m3_perCap_2020,length_m_perCap_2020,volume_m3_perCap_2050,length_m_perCap_2050,volume_m3_perCap_2100,length_m_perCap_2100
15,periurban,Northeast,33,58444.0,58959.3342806,52282.113354,16,477.60058184752324,20.98596468855215,502.6019372888277,20.425688080825758,601.729247382015,24.14086308098257
16,periurban,Northeast,34,468571.0,499142.5072285,502984.7852524,122,643.3123907274149,16.157768699531317,642.9687889967552,14.68896210104031,696.3906838472566,14.197153383351887
17,periurban,Northeast,36,761256.0,812284.85494901,806532.58867323,230,567.820288921973,15.043475111392118,580.0254521503101,14.689467554813799,624.7249877321808,15.385606396081158
18,periurban,Northeast,42,928691.0,974234.77657021,975341.21136839,390,599.0766872514077,16.395092979332546,618.7101139890594,15.769927009028152,651.8384867830464,16.68819578673828
19,periurban,Northeast,44,11347.0,11449.9569427,10775.5707126,8,983.3491130554783,39.2598991753995,1054.707797532478,40.88657104910838,1273.6385154371142,47.679426357953915
20,periurban,Northeast,50,43432.0,42464.6475326,36852.8394154,13,528.5503661705645,23.068677173104376,549.2313725490195,27.060114146596117,672.5199128310543,26.61432989192274
21,periurban,South,01,335261.0,345914.7999899,329630.4911894,79,661.2978334790639,37.83366548389551,685.482757320225,36.18795619022244,705.4464106071088,42.0139392287168
22,periurban,South,05,277166.0,308549.2627271,340426.5106851,61,785.4747871287819,26.416434080065343,775.743470838503,25.996008012452428,805.3092428259353,26.15954772248997
23,periurban,South,10,59162.0,74475.4409712,85281.7939618,22,803.6943956309744,17.887667409559022,749.8046620834498,14.315279104195582,720.0086240526091,13.11634064097942
24,periurban,South,12,678551.0,866116.68044879,1011549.14607128,173,942.9063815723674,23.88886399252305,873.8936686612533,18.970350934228087,837.8194274677705,16.222084060861917
25,periurban,South,13,334016.0,366530.4338483,376365.2300684,89,693.0328007358553,27.992714814660637,681.9229620454369,28.399051444691548,703.4169456135198,27.53222089088012
26,periurban,South,21,199146.0,217727.1929537,224971.42074567,66,837.2913113877576,23.617756840439192,829.2852749686317,23.643692528460413,921.9510579283218,27.27649331695262
27,periurban,South,22,344949.0,391361.9558537,419191.6273532,101,759.6343179187841,24.760648310064937,744.442548299177,23.12845336877913,811.2195253190346,24.86185387251809
28,periurban,South,24,447871.0,533819.79167261,603704.6622064901,109,570.8084198385237,13.255326069832876,561.1396994769326,11.6451187351218,545.2198936581133,10.844215973827
29,periurban,South,28,169899.0,175788.7750847,167922.6962727,37,743.3235520286349,29.133523702788704,771.5156770031391,29.617047349967876,877.9201667893743,33.3869170330193
30,periurban,South,37,536610.0,662946.1892398,766164.5612747,151,710.4170572293959,28.502959182369967,683.6227715811858,25.458741966234097,751.7900917397493,25.65770392077463
31,periurban,South,40,253982.0,291277.3929642,340094.1995873,50,860.7521186649932,32.897365471214925,847.3275968538057,29.88242711623255,838.1520081886595,28.070963525749953
32,periurban,South,45,233160.0,270792.275539,297405.3002297,67,659.9708713714905,29.18354277057692,645.5475053616726,26.34810516819756,701.3310305549495,25.790631974032102
