STATEFP,GEOID,NAMELSAD,ALAND,AWATER,sum
30,3001675,Anaconda-Deer Lodge County,1907998860,12199890,1615108.219607843
02,0236400,Juneau city and borough,7003406836,1426230792,2436899.0
02,0270540,Sitka city and borough,7433415763,5037747536,332710.0
02,0286380,Wrangell city and borough,6619997018,2384375227,173291.0
02,0203000,Anchorage municipality,4420591349,621302197,2.218852723529412E7
49,4947290,Magna metro township,39125264,57944495,2058575.9098039214
49,4922875,Emigration Canyon metro township,47187917,0,103012.50980392157
49,4984050,White City metro township,2256665,0,575361.6470588237
49,4915720,Copperton metro township,807087,0,84448.12549019606
49,4940470,Kearns metro township,11993405,0,2352048.8745098035
22,2218125,Covington city,20771074,345443,960398.3803921576
22,2248225,Mandeville city,18444828,423172,716336.737254902
22,2218650,Crowley city,15154654,1397,1852192.654901962
22,2205000,Baton Rouge city,223557844,5708637,2.338500170980392E7
22,2253545,Natchitoches city,58765044,9308983,1759014.223529413
22,2210950,Bunkie city,7827181,39783,549243.6235294119
22,2261615,Ponchatoula city,12256259,10687,532466.8901960783
22,2248750,Marksville city,12466681,34862,664293.3490196076
22,2200975,Alexandria city,73790296,1788418,5909541.917647062
22,2260530,Pineville city,32635245,1357876,1470106.8431372566
22,2209340,Breaux Bridge city,19983443,462775,996419.2705882355
22,2267600,St. Martinville city,7903789,277271,809878.0000000007
22,2243010,Leesville city,19822518,337144,1043182.5764705879
22,2200100,Abbeville city,15660962,83689,1517947.109803923
22,2250885,Minden city,38946147,439466,1588899.2313725478
22,2263645,Rayne city,9821507,17505,1171815.6549019613
22,2270000,Shreveport city,279195930,40270180,2.2375209862745088E7
22,2278715,Ville Platte city,10403641,1289,929493.9450980386
22,2229850,Gonzales city,23676763,278961,1127835.6470588245
22,2221240,Donaldsonville city,9784790,60015,894281.9058823527
22,2220610,DeRidder city,24062013,228174,1425565.5803921574
22,2261790,Port Allen city,7342523,1276650,702350.8392156865
22,2283405,Zachary city,67705732,87474,1323589.0000000005
22,2210075,Broussard city,46332274,101499,1580404.035294116
22,2240735,Lafayette city,144582240,203100,1.291992427058823E7
22,2272485,Springhill city,16092285,206901,707559.1921568626
22,2266655,Ruston city,54750521,175428,2228900.2392156865
22,2251410,Monroe city,76804875,8423374,6967502.83529412
22,2280955,West Monroe city,20787020,743977,2368350.733333335
22,2248365,Mansfield city,9459600,19783,581031.4274509808
22,2220435,Denham Springs city,18887710,157595,967963.3490196078
22,2282495,Winnsboro city,10354904,160383,821649.4
22,2232755,Hammond city,36355203,9581,2126622.5019607833
22,2267250,St. Gabriel city,76811029,579738,1603465.360784313
22,2254035,New Iberia city,28853949,292522,4089591.6588235316
22,2258045,Opelousas city,25034040,8028,1952274.929411767
22,2252040,Morgan City city,15498740,689895,2432675.125490195
22,2213960,Central city,161244698,708155,3058092.603921569
22,2230515,Grambling city,15287902,56873,406523.0862745099
22,2208920,Bossier City city,113438592,3325431,7127443.1999999955
22,2238075,Jeanerette city,5978221,139866,640603.0156862745
22,2227155,Franklin city,25696620,1476965,993635.7294117643
22,2260880,Plaquemine city,7570546,214131,753795.4980392155
22,2241155,Lake Charles city,118232073,7281617,7683890.874509803
22,2231915,Gretna city,10451944,1191856,2282428.352941178
22,2232930,Harahan city,5227222,1234216,989677.0039215685
22,2239475,Kenner city,38541001,600053,7521687.60392157
22,2238355,Jennings city,26947663,47011,1385888.9372549017
22,2281165,Westwego city,8070430,1241824,1270823.6509803927
22,2256540,Oakdale city,13447472,161064,681755.6784313726
22,2273640,Sulphur city,29056325,42041,1853444.3333333319
27,2740418,Marble city,11141200,261986,75245.69019607843
27,2744980,Nashwauk city,38358155,1808559,155243.44313725492
27,2709316,Calumet city,4662402,198134,54047.94901960785
27,2702872,Aurora city,9577360,557322,335683.05098039214
28,2864200,Ruleville city,6522346,21825,252508.78431372545
28,2849320,Mound Bayou city,2270503,1086,208126.72941176474
28,2863720,Rosedale city,14024179,161250,194919.03529411764
28,2867040,Shelby city,7073122,27405,303516.4156862746
28,2836000,Jackson city,289342143,5532980,1.629021889411764E7
28,2862520,Ridgeland city,55390227,4587733,1826297.321568627
28,2844520,Madison city,65394922,3059241,1636253.3568627448
28,2812900,Charleston city,3509615,9391,263323.37647058815
28,2855760,Pearl city,66008538,321286,2494880.149019609
28,2862400,Richland city,32439577,168591,1179784.968627452
28,2876720,Vicksburg city,85503989,5386389,3081056.3294117646
28,2840600,Lexington city,6261178,9785,237392.337254902
28,2834740,Indianola city,22198456,225273,1197470.0352941174
28,2814420,Clinton city,108438662,712244,2267259.6823529415
28,2808820,Brookhaven city,56053194,229104,1783800.7333333325
28,2881520,Yazoo City city,26118466,322667,1102957.2039215683
28,2811100,Canton city,55133669,739030,1129567.6862745096
28,2813820,Clarksdale city,48657492,17529,2346968.2313725487
28,2808300,Brandon city,66468051,234476,1609667.3843137252
28,2817060,Crystal Springs city,14061772,136711,565844.2745098044
