STATEFP,GEOID,NAMELSAD,ALAND,AWATER,sum
30,3001675,Anaconda-Deer Lodge County,1907998860,12199890,2215046.399999999
02,0236400,Juneau city and borough,7003406836,1426230792,2967157.0
02,0270540,Sitka city and borough,7433415763,5037747536,424277.0
02,0286380,Wrangell city and borough,6619997018,2384375227,197347.0
02,0203000,Anchorage municipality,4420591349,621302197,2.7893438105882354E7
49,4947290,Magna metro township,39125264,57944495,2886450.2470588232
49,4922875,Emigration Canyon metro township,47187917,0,202557.23529411765
49,4984050,White City metro township,2256665,0,631733.8941176469
49,4915720,Copperton metro township,807087,0,94840.19607843136
49,4940470,Kearns metro township,11993405,0,3179701.207843137
22,2218125,Covington city,20771074,345443,1984515.729411766
22,2248225,Mandeville city,18444828,423172,2290247.721568625
22,2218650,Crowley city,15154654,1397,2722486.3568627457
22,2205000,Baton Rouge city,223557844,5708637,3.386095544705879E7
22,2253545,Natchitoches city,58765044,9308983,3027136.501960784
22,2210950,Bunkie city,7827181,39783,869017.3803921575
22,2261615,Ponchatoula city,12256259,10687,1225118.4470588234
22,2248750,Marksville city,12466681,34862,1128375.1254901963
22,2200975,Alexandria city,73790296,1788418,9242825.580392169
22,2260530,Pineville city,32635245,1357876,2620650.3568627476
22,2209340,Breaux Bridge city,19983443,462775,1762776.7098039219
22,2267600,St. Martinville city,7903789,277271,1099942.9843137262
22,2243010,Leesville city,19822518,337144,1520398.470588235
22,2200100,Abbeville city,15660962,83689,2337834.7999999984
22,2250885,Minden city,38946147,439466,2656365.8705882328
22,2263645,Rayne city,9821507,17505,1680891.8078431375
22,2270000,Shreveport city,279195930,40270180,3.4031200749019615E7
22,2278715,Ville Platte city,10403641,1289,1448517.1725490198
22,2229850,Gonzales city,23676763,278961,2275948.419607843
22,2221240,Donaldsonville city,9784790,60015,1090701.6274509802
22,2220610,DeRidder city,24062013,228174,2184144.215686276
22,2261790,Port Allen city,7342523,1276650,1027927.490196078
22,2283405,Zachary city,67705732,87474,3066448.047058823
22,2210075,Broussard city,46332274,101499,3635058.623529411
22,2240735,Lafayette city,144582240,203100,2.2932668913725454E7
22,2272485,Springhill city,16092285,206901,1053096.7490196077
22,2266655,Ruston city,54750521,175428,3661639.5254901974
22,2251410,Monroe city,76804875,8423374,9974535.10588234
22,2280955,West Monroe city,20787020,743977,3528619.8941176524
22,2248365,Mansfield city,9459600,19783,913743.0431372551
22,2220435,Denham Springs city,18887710,157595,1963654.8078431375
22,2282495,Winnsboro city,10354904,160383,1114288.5607843136
22,2232755,Hammond city,36355203,9581,4153623.3529411755
22,2267250,St. Gabriel city,76811029,579738,2615348.533333334
22,2254035,New Iberia city,28853949,292522,5635946.168627456
22,2258045,Opelousas city,25034040,8028,3323835.776470587
22,2252040,Morgan City city,15498740,689895,2840950.564705884
22,2213960,Central city,161244698,708155,6050880.094117648
22,2230515,Grambling city,15287902,56873,604916.5529411765
22,2208920,Bossier City city,113438592,3325431,1.1554509925490193E7
22,2238075,Jeanerette city,5978221,139866,896194.6862745101
22,2227155,Franklin city,25696620,1476965,1451483.2196078429
22,2260880,Plaquemine city,7570546,214131,1140019.5058823533
22,2241155,Lake Charles city,118232073,7281617,1.4444626211764714E7
22,2231915,Gretna city,10451944,1191856,2534638.5607843148
22,2232930,Harahan city,5227222,1234216,1235087.3882352943
22,2239475,Kenner city,38541001,600053,9096864.356862744
22,2238355,Jennings city,26947663,47011,2322527.745098039
22,2281165,Westwego city,8070430,1241824,1408096.603921569
22,2256540,Oakdale city,13447472,161064,1128033.1529411774
22,2273640,Sulphur city,29056325,42041,4473270.392156861
27,2740418,Marble city,11141200,261986,110572.0
27,2744980,Nashwauk city,38358155,1808559,219315.6784313725
27,2709316,Calumet city,4662402,198134,69704.58039215687
27,2702872,Aurora city,9577360,557322,390630.4705882352
28,2864200,Ruleville city,6522346,21825,424404.59607843135
28,2849320,Mound Bayou city,2270503,1086,287510.2627450979
28,2863720,Rosedale city,14024179,161250,335450.81568627455
28,2867040,Shelby city,7073122,27405,421055.28235294117
28,2836000,Jackson city,289342143,5532980,2.401386999999999E7
28,2862520,Ridgeland city,55390227,4587733,4375826.356862749
28,2844520,Madison city,65394922,3059241,4363542.839215685
28,2812900,Charleston city,3509615,9391,370256.0784313726
28,2855760,Pearl city,66008538,321286,4658246.133333336
28,2862400,Richland city,32439577,168591,2374346.749019608
28,2876720,Vicksburg city,85503989,5386389,5046942.741176467
28,2840600,Lexington city,6261178,9785,355721.09803921566
28,2834740,Indianola city,22198456,225273,1972619.0000000002
28,2814420,Clinton city,108438662,712244,3934165.619607845
28,2808820,Brookhaven city,56053194,229104,2981702.725490197
28,2881520,Yazoo City city,26118466,322667,1814069.3019607847
28,2811100,Canton city,55133669,739030,1807661.5999999994
28,2813820,Clarksdale city,48657492,17529,3317844.196078431
28,2808300,Brandon city,66468051,234476,3570001.043137254
28,2817060,Crystal Springs city,14061772,136711,844971.6196078435
28,2831220,Hazlehurst city,11474844,116967,615507.4313725489
28,2829180,Greenville city,69656569,2002716,6286123.545098037
28,2840280,Leland city,9280974,130595,703294.1490196079
28,2843280,McComb city,30510048,154492,2537176.482352942
28,2844680,Magnolia city,15909646,117173,713447.9529411765
28,2825100,Flowood city,74587182,1033142,2837832.8666666667
28,2835260,Itta Bena city,3654131,115789,260741.14509803927
