STATEFP,GEOID,NAMELSAD,ALAND,AWATER,sum
30,3001675,Anaconda-Deer Lodge County,1907998860,12199890,2102351.0745098037
02,0236400,Juneau city and borough,7003406836,1426230792,2852016.0
02,0270540,Sitka city and borough,7433415763,5037747536,402415.0
02,0286380,Wrangell city and borough,6619997018,2384375227,190464.0
02,0203000,Anchorage municipality,4420591349,621302197,2.5583238105882354E7
49,4947290,Magna metro township,39125264,57944495,2647309.4039215674
49,4922875,Emigration Canyon metro township,47187917,0,171525.73333333334
49,4984050,White City metro township,2256665,0,627707.0392156866
49,4915720,Copperton metro township,807087,0,90974.52549019606
49,4940470,Kearns metro township,11993405,0,2989499.741176471
22,2218125,Covington city,20771074,345443,1440701.4705882352
22,2248225,Mandeville city,18444828,423172,1600110.2392156867
22,2218650,Crowley city,15154654,1397,2534996.6862745103
22,2205000,Baton Rouge city,223557844,5708637,2.974346128627456E7
22,2253545,Natchitoches city,58765044,9308983,2635076.168627449
22,2210950,Bunkie city,7827181,39783,801886.2823529415
22,2261615,Ponchatoula city,12256259,10687,914881.0941176469
22,2248750,Marksville city,12466681,34862,965962.6235294119
22,2200975,Alexandria city,73790296,1788418,8250558.01960785
22,2260530,Pineville city,32635245,1357876,2242920.4352941182
22,2209340,Breaux Bridge city,19983443,462775,1478801.5607843148
22,2267600,St. Martinville city,7903789,277271,1007854.031372549
22,2243010,Leesville city,19822518,337144,1385746.7764705885
22,2200100,Abbeville city,15660962,83689,2115128.7450980386
22,2250885,Minden city,38946147,439466,2361028.7333333343
22,2263645,Rayne city,9821507,17505,1564581.6078431378
22,2270000,Shreveport city,279195930,40270180,3.0038863203921575E7
22,2278715,Ville Platte city,10403641,1289,1340175.0235294122
22,2229850,Gonzales city,23676763,278961,1877029.549019608
22,2221240,Donaldsonville city,9784790,60015,1035417.9411764707
22,2220610,DeRidder city,24062013,228174,1906292.5176470596
22,2261790,Port Allen city,7342523,1276650,931649.3568627449
22,2283405,Zachary city,67705732,87474,2164777.901960784
22,2210075,Broussard city,46332274,101499,2509003.6941176453
22,2240735,Lafayette city,144582240,203100,1.9816892015686348E7
22,2272485,Springhill city,16092285,206901,955326.8470588233
22,2266655,Ruston city,54750521,175428,3191247.823529415
22,2251410,Monroe city,76804875,8423374,9046946.933333328
22,2280955,West Monroe city,20787020,743977,3205485.964705885
22,2248365,Mansfield city,9459600,19783,820524.4549019607
22,2220435,Denham Springs city,18887710,157595,1647972.1803921568
22,2282495,Winnsboro city,10354904,160383,1037469.08627451
22,2232755,Hammond city,36355203,9581,3399298.168627452
22,2267250,St. Gabriel city,76811029,579738,2232839.415686276
22,2254035,New Iberia city,28853949,292522,5209694.6901960755
22,2258045,Opelousas city,25034040,8028,2905423.6705882354
22,2252040,Morgan City city,15498740,689895,2742347.2784313727
22,2213960,Central city,161244698,708155,4846982.172549021
22,2230515,Grambling city,15287902,56873,546373.5921568627
22,2208920,Bossier City city,113438592,3325431,9931320.117647061
22,2238075,Jeanerette city,5978221,139866,826496.4745098039
22,2227155,Franklin city,25696620,1476965,1336757.635294117
22,2260880,Plaquemine city,7570546,214131,1042029.6078431365
22,2241155,Lake Charles city,118232073,7281617,1.2358990600000003E7
22,2231915,Gretna city,10451944,1191856,2481861.835294119
22,2232930,Harahan city,5227222,1234216,1203412.031372549
22,2239475,Kenner city,38541001,600053,8849027.509803921
22,2238355,Jennings city,26947663,47011,2074051.8862745098
22,2281165,Westwego city,8070430,1241824,1379679.298039216
