,citytype_at_2050,REGION,State_name,CensusPop_20,ssp22050,ssp22100,NAMELSAD,volume_m3_perCap_2020,length_m_perCap_2020,volume_m3_perCap_2050,length_m_perCap_2050,volume_m3_perCap_2100,length_m_perCap_2100
56,rural,Midwest,31,227042.0,230530.382271784,243050.724949936,483,958.4856814921092,53.12858901657588,1010.1881778586106,54.11307401239511,1077.4565221703313,59.36412930091382
57,rural,Midwest,38,131968.0,195319.702137851,345080.37989522,337,1049.2085421994884,64.23881745734514,932.0706673447432,50.84697323236524,738.2820291154018,38.199538949424905
58,rural,Midwest,39,470825.0,449698.27022933,365008.86695646,650,587.6426574500769,23.84479117354218,639.8492560176019,25.521398137806287,832.1433997245645,34.03411664972544
59,rural,Midwest,46,152309.0,171896.267496765,244896.18389242,369,946.963502947191,63.61160354158312,912.551178552513,58.974930542170206,759.4192844636709,46.45979676041829
60,rural,Midwest,55,442563.0,428441.01520428,367361.94632021,550,693.0840506347048,36.15438060324597,748.4532317221268,38.81070283546803,959.2504497320598,49.04874724865826
61,rural,Northeast,09,24353.0,22850.90606125,20176.06922836,31,476.6129191863661,39.105433779140704,472.5404492922995,41.015580068470406,524.8172998365995,42.491747020088845
62,rural,Northeast,23,105567.0,96793.42439835,79193.39567468,89,621.2223231701059,33.017066812738385,691.2231618019354,35.75605922767224,950.8334911782188,48.104697936344856
63,rural,Northeast,25,27342.0,28193.3278004,26811.441926800002,23,476.0631353512279,22.74001959939985,453.0718012595323,21.10900042180991,484.9116285403046,21.99366393727514
64,rural,Northeast,33,50441.0,46220.2336545,35525.99109816,49,427.0716772823779,27.871727674950776,459.6134162568482,29.412567155300163,595.5807340905507,40.7048554456297
65,rural,Northeast,34,103457.0,104076.9970071,96685.18897626,143,633.6226495726495,26.56854654962233,639.2672181007085,25.82778494198524,680.4497801029519,29.0141813529299
66,rural,Northeast,36,433045.0,397001.47664466,318846.19499698,519,560.1392817549636,23.18103800072727,637.2570394054873,25.85241671029279,822.353557310475,34.31034882761637
67,rural,Northeast,42,491244.0,463908.80854422,391037.69268539,745,525.4235921568628,27.989114979085176,575.2272370563024,30.396725795209356,725.0603491508891,38.44884108108101
68,rural,Northeast,44,6225.0,5862.0884614,4850.6081261,7,401.9233408748114,24.39046390857143,395.1455908580291,27.38370431533407,475.798274827883,36.40838231263309
69,rural,Northeast,50,79822.0,73604.84910209,58468.29195659,144,563.159087904526,32.4814158423856,642.2153753431439,37.02308239012625,848.3714109603678,49.271591322041026
70,rural,South,01,319243.0,308985.90263632,269241.30867108,382,825.9889042315539,67.94166064369134,914.2971965640364,73.19726436719967,1164.8981421935405,91.26765543808722
71,rural,South,05,274315.0,267266.940097301,250349.431366283,477,831.2406812416955,61.848710580555554,929.3713803402107,70.26149815174337,1204.282222864579,86.28949095678512
72,rural,South,10,16623.0,19907.04926187,21846.4652211,20,595.0707180446493,15.88767905953578,517.4895274764217,12.75860919560553,485.85496033617756,11.20532312549496
73,rural,South,12,181165.0,196525.19341798002,192991.67566921,197,790.1199459889901,52.987793339090906,748.9372777017801,48.77616710386937,835.2478555286419,55.60225692046488
74,rural,South,13,291462.0,284319.10835803,246809.30263805,380,658.5417125180848,46.58446063948729,711.8663337318687,49.45600284658629,901.8912596562138,61.61869544493129
75,rural,South,21,233260.0,221617.92569033,188553.10745491,292,731.2293831996897,30.86708915379115,788.7583966824841,33.51906362430677,977.3738917252184,43.008841128895725
76,rural,South,22,201646.0,197126.18239993,171980.171791037,261,758.9408634815429,47.18769386329545,819.1550654297971,51.01902727609871,989.3424955436748,62.77966459515096
77,rural,South,24,112330.0,117452.7601748,113672.13514426,199,560.2505805459439,26.317348975818028,579.9184410968878,26.07339822987492,638.0887558250921,30.34217867358121
78,rural,South,28,236370.0,220816.988555475,182424.88670296,312,726.1387270182108,50.87040173086862,814.310102475499,56.566788099360075,1101.2443449264442,75.59696319412288
79,rural,South,37,302211.0,300500.0635238,273362.15787257,384,799.5595836902918,44.343974067055456,862.3411150974478,47.35582512657687,1038.7702706203995,59.26923869533255
80,rural,South,40,386015.0,403640.577207275,425508.27000919,692,898.8263596690185,88.57803654217793,892.5074101136902,84.17873047576578,925.2911417828198,89.84426197619942
81,rural,South,45,186240.0,191051.05433768,183631.02585825,250,765.4826526621389,54.660756965136734,794.327401686531,55.11185580875724,932.5805069455957,67.55218097521569
82,rural,South,47,239715.0,241193.78274947,218307.80177248,290,678.5103730552827,47.42993149974627,686.9951178200338,46.701854226636,791.6856033517502,54.64376633811658
83,rural,South,48,861090.0,988267.58872011,1091704.398300555,1027,829.9581932773109,50.5117947931301,786.3062215867827,46.902503018228046,810.8791274485703,47.745625700735125
84,rural,South,51,256652.0,255001.93076560998,227875.58721291,360,717.7741387927722,36.8678925365534,778.5198937805355,39.94557818525753,975.8610902341682,48.45356491690874
85,rural,South,54,149643.0,133276.18239093001,106362.62240682,270,599.8657075049041,33.3657694858001,690.1746541829853,38.96309254506605,949.0146453938148,54.62437129905331
