,city type,REGION,State_name,CensusPop_20,ssp22050,ssp22100,NAMELSAD,volume_m3_perCap_2020,length_m_perCap_2020,volume_m3_perCap_2050,length_m_perCap_2050,volume_m3_perCap_2100,length_m_perCap_2100
73,suburban,South,21,1473381.0,1801282.298761,2099822.331773,34,1104.203661352049,15.024018888795458,1078.513769607168,12.66929576856225,1111.0650514427257,11.311958465081451
74,suburban,South,22,1276510.0,1516458.387139,1690403.103693,34,1082.3306087292813,16.80141691570055,1071.4219864800375,14.019575507965625,1050.8698982726428,12.77926843552504
75,suburban,South,24,1861855.0,2276469.83596,2671621.85549,61,659.2298947830636,8.258835128756271,650.1151254136289,6.878469776130166,655.603713275243,6.066590595185095
76,suburban,South,28,890700.0,1050975.90215,1188038.692258,34,1003.9840133356015,23.24904554620214,1011.350413538164,20.883441677952618,1011.9660788694569,20.044481099239597
77,suburban,South,37,4477314.0,5815739.195417,7129894.800389,67,926.3058950333711,16.895701045373535,934.7858398195068,13.882065440248487,928.7691875846422,12.499790905560108
78,suburban,South,40,2220163.0,2786710.14971,3431521.93298,35,1046.0825322959845,20.17946762911726,1026.0392344060847,16.762094520348736,994.2775617246372,14.48564758432702
79,suburban,South,45,1536670.0,2068344.85169,2587184.533541,47,989.9402816541326,17.390431825824894,953.3807296065876,13.276526914315625,937.6725653604024,11.312254704035446
80,suburban,South,47,3135160.0,3892623.95584,4609954.426387,47,1020.347513962279,19.17737657672152,1014.1630440836924,15.9921866815892,997.1687005828276,14.695501918270788
81,suburban,South,48,12482835.0,16817379.464312,21462057.614293,167,811.9619566784918,13.464150313080218,789.9113565118932,10.617054426438678,780.4779968528472,8.272095255282126
82,suburban,South,51,3353559.0,4160042.25178,4823287.361839999,87,677.1539053924646,9.324248874570117,655.8493844294461,7.685414253522305,658.4334975691386,6.87834326852865
83,suburban,South,54,307706.0,333436.61218,345447.72048,13,921.43169910097,17.423626288345453,909.4842929466284,17.049414188021522,951.7304324541332,17.602476658112497
84,suburban,West,04,4036267.0,5051114.369657,6001763.035088,31,1366.6394898879505,18.449859707851857,1361.1975623524384,15.737112986116932,1481.4925503959705,16.06410309297468
85,suburban,West,06,14068006.0,17286190.214135,19374840.150036,236,824.9619806220098,8.31136127341082,808.6956661493466,6.822419267065445,800.8134920931998,6.199888375038807
86,suburban,West,08,2699414.0,3656915.24378,4591111.156729,38,892.8023395718963,10.800447009662838,876.289206044236,8.4263035165488,857.0575470895968,7.028190067302647
87,suburban,West,15,291235.0,366056.3424,488137.26626,13,813.8475581456644,5.818302198175792,791.2325525178046,4.6232096896095065,761.201015501428,3.50307846889702
88,suburban,West,16,832288.0,1115846.7222,1441374.48571,17,915.3546526744664,12.409290278469406,931.4501766478628,10.505166175679838,892.2396996164114,9.390248273954638
89,suburban,West,30,395483.0,514606.94892999995,675345.61564,7,982.527539613817,13.16039751116988,949.4908781374742,11.203101741293592,915.4860379550868,9.63109150136372
90,suburban,West,32,1885360.0,2658242.0859600003,3463847.50762,13,848.4826574592462,14.185509962607467,872.6596628385886,11.674303367028704,852.3374075185347,10.119627003391098
91,suburban,West,35,1099869.0,1306813.30402,1489115.03275,16,1092.4624745970032,14.14074400741863,1080.336974074849,14.301300238139017,1127.8499827392766,13.678391563219698
92,suburban,West,41,1606638.0,2029016.78919,2393828.09741,40,976.8756920714653,9.922632248956628,951.090355439715,8.164463871072217,943.995613015531,7.512565585916436
93,suburban,West,49,1520720.0,2138265.02385,2857519.38778,37,786.6625168672115,10.21542837705764,755.6805540284785,7.285894009951037,728.9924297554484,5.613195233234244
94,suburban,West,53,2929886.0,3883671.85435,4936026.4063099995,66,837.8197813481836,9.508554304861935,821.3593742534811,7.363324711559576,817.8891094450835,6.218889181422651
95,suburban,West,56,264432.0,342325.033657,438315.38222599996,9,817.0656170870494,14.60980638640418,825.8753019344251,11.72221880968063,814.7062376838588,9.429423266716498
96,urban,Midwest,17,3159424.0,3546350.1830100003,3645055.0196100003,9,548.2902975943929,3.553051031848212,541.9758031645185,3.314693809091985,553.2145331990957,3.286106796548387
97,urban,Midwest,19,74828.0,126124.0483,225883.7909,1,756.9211513567836,8.532560031253675,716.2615321174881,6.211236436907565,671.5472534278539,4.188770952626274
98,urban,Midwest,26,667544.0,761513.7321700001,814383.2851,2,647.1335350986149,6.635950342398665,638.3415716236103,6.164085584139091,642.9769967760051,5.980855297497736
99,urban,Midwest,27,741481.0,944695.8311000001,1171169.3579000002,2,709.5777985267823,5.738188180919991,688.9633965580498,4.897478252345055,671.8546542328655,4.2065527512803484
100,urban,Midwest,29,301578.0,335060.7574,355063.2478,1,973.8553204393256,7.421939326453786,960.9068680151692,6.92776051389948,958.431479156328,6.657458693423792
101,urban,Midwest,39,746675.0,726955.25465,642921.51986,4,922.2561143270614,7.071429663381551,959.3332873729763,7.278032189797549,1089.6991982645648,8.235005563468711
102,urban,Midwest,55,860921.0,1067696.16381,1268940.12824,3,687.6536369362361,5.898197305001804,675.8944864054492,5.445197073273652,675.8456292586781,5.005833608089247
103,urban,Northeast,09,539201.0,592847.2411999999,628461.071,4,631.7473039565424,3.8513688396765176,629.3678801730794,3.648126981935761,632.8601149284209,3.5380935373726117
104,urban,Northeast,23,68408.0,80181.53932,90304.07413,1,689.3426780722817,9.482443676598644,676.8013772246086,8.603007538292305,668.3784685754323,7.945030960952783
105,urban,Northeast,25,2089974.0,2579417.6653,2994764.8550899997,19,480.13313273362274,3.905964463328,472.1513486361002,3.33042705575017,469.53639612920966,2.93541992616738
106,urban,Northeast,34,1920625.0,2340473.91183,2725586.88088,32,464.54848470850465,2.872331283357532,465.83383626184946,2.518854198410123,460.86456610416224,2.202905535900483
107,urban,Northeast,36,10459972.0,12424400.44882,13679530.162010001,23,565.0247478136777,5.058401142977054,551.8726646857086,4.628409860274618,548.3956009145035,4.452181108606907
108,urban,Northeast,42,2323824.0,2633270.53692,2879335.7749,11,628.7331686656775,6.300907651662726,617.9352717264427,5.447843825189463,618.3071231278954,4.257446084979415
109,urban,Northeast,44,289121.0,325439.60544,365355.70605000004,3,590.2053771583538,4.662560618164026,581.7823879117062,4.318437228150859,574.2235324822647,3.98293838073628
110,urban,Northeast,50,44743.0,51416.02689,56565.82739,1,502.19561706004606,5.233906096503364,494.4373021261189,4.814075937127013,490.9695065801667,4.525802925860095
111,urban,South,10,70898.0,84786.34756,96429.47957,1,679.3775552174098,4.811719707967362,665.7446271068287,4.31098787333693,656.8663490722535,3.954760470123986
112,urban,South,11,689545.0,1006311.643,1377523.799,1,583.0377348803033,2.9924981470212533,556.8007566868854,2.323446060450701,536.325879568478,1.8479759389191504
113,urban,South,12,2283678.0,3026545.47501,3723435.84363,30,732.9810787070867,6.244616855159766,711.5015808558566,5.288022464992274,697.2990575108911,4.6790934582759025
114,urban,South,13,498715.0,670648.1567,835438.8307,1,838.6108719015716,7.882425530397842,808.7099455467545,6.47658210116741,788.0232585716678,5.526631001836227
115,urban,South,22,527504.0,728396.2903,993404.3579,2,857.7418532311067,9.01344673695329,826.7622254570974,7.362851496883698,798.4008297507123,5.961221473581475
116,urban,South,24,891479.0,1092563.98986,1293277.94585,7,488.0367897012536,4.392737216900672,475.4465290286485,3.814808931821492,466.2119085731341,3.330434706533484
117,urban,South,48,3625620.0,5489147.52289,7764822.44124,3,717.5894738310515,6.676588079701985,682.437729395979,4.9676985368215165,656.3556319895567,3.7678602725998696
118,urban,South,51,542291.0,683837.74516,812107.30395,7,431.6463340649374,3.671676051059358,420.93140088671424,3.333431765449001,413.3749404190417,3.051384436633402
119,urban,West,04,180587.0,250426.2669,320168.1494,1,1162.1106660338714,7.268663542100096,1118.9293940002349,5.9029162987581465,1088.344343657919,4.97336108383757
120,urban,West,06,12207753.0,15096158.56221,16835992.78247,60,587.4856912046467,4.14638572372105,571.5927116143041,3.621486680341726,565.1431369470477,3.3243219527645653
121,urban,West,08,846644.0,1095258.4050699999,1338993.7760500002,3,733.5332490783771,6.778100808171474,710.5995811655189,5.716482937640312,694.2088982707504,4.956444525111088
122,urban,West,15,402570.0,493640.20711,639366.4828300001,4,494.6759176481785,3.1098789944658365,483.3618012772047,2.7438505375939792,469.8430378749679,2.320334200881619
123,urban,West,32,227641.0,312064.62221,399749.79608,2,1020.5185976855373,8.152056228036512,985.2271891450106,6.724678246591482,958.8716667839433,5.694905312964719
124,urban,West,41,652503.0,819865.2636,976927.1839,1,887.7788351119609,7.699030747437943,862.6926525167718,6.6048127986834695,844.9168688372024,5.814687351939434
125,urban,West,49,199723.0,275831.5571,361345.9447,1,914.140689816181,7.902990823965744,880.5501759779398,6.428474778928261,853.743515281643,5.322074341143007
126,urban,West,53,888869.0,1153801.2394,1429239.6945000002,2,766.2046294799281,6.283463106254506,736.8422012373863,5.070715746582376,714.2312839376275,4.1971762633910945
