,GEOID,NAMELSAD,city type,REGION,label,future trend from SSP 2,CensusPop_20,ssp22030,ssp22040,ssp22050,ssp22060,ssp22070,ssp22080,ssp22090,ssp22100,volume_m3_perCap_2020_ssp2,volume_m3_perCap_2030_ssp2,volume_m3_perCap_2040_ssp2,volume_m3_perCap_2050_ssp2,volume_m3_perCap_2060_ssp2,volume_m3_perCap_2070_ssp2,volume_m3_perCap_2080_ssp2,volume_m3_perCap_2090_ssp2,volume_m3_perCap_2100_ssp2,length_m_perCap_2020_ssp2,length_m_perCap_2030_ssp2,length_m_perCap_2040_ssp2,length_m_perCap_2050_ssp2,length_m_perCap_2060_ssp2,length_m_perCap_2070_ssp2,length_m_perCap_2080_ssp2,length_m_perCap_2090_ssp2,length_m_perCap_2100_ssp2,weighted_HU_density_sqmi,RBUV_Burden_2050,RBUV_Burden_2100,RL_Burden_2050,RL_Burden_2100
10,0606000,Berkeley city,urban,West,6 moderately increasing,increasing,124321,136760.6805,147607.9061,157383.0162,166843.1787,175376.3716,181812.5467,186060.1331,188346.859,568.7911911779297,507.4408706982218,472.54335319303385,445.087321962495,421.48340212817743,402.3078727787585,388.9955000503107,380.700298970426,376.383243004312,4.19580477958752,3.979039631254096,3.813645644034896,3.6800224294964936,3.562458797168578,3.464978713232935,3.396206741200169,3.352860469501935,3.3301567792859084,7451.479721833725,decreasingBurden,decreasingBurden,noChange,decreasingBurden
11,0622594,Emeryville city,urban,West,6 moderately increasing,increasing,12905,14932.74574,16787.17357,18493.74255,20053.80562,21337.28212,22196.77981,22773.32424,23010.65898,589.8191043143331,525.4427235921518,471.0625306255097,430.34527389138674,399.0112981910236,376.5680439516678,362.93052233146193,354.35392466502066,350.9313767692185,3.1886821807121275,2.940064191660819,2.754733116874555,2.6103085119848624,2.4953319143503268,2.410695511315575,2.358319410887838,2.3249213090725163,2.311552638230503,5877.56305922802,decreasingBurden,decreasingBurden,noChange,decreasingBurden
12,0604982,Bellflower city,urban,West,5 slowly increasing,increasing,79190,85914.14206,91083.11862,94941.53694,98104.02368,100618.8704,101506.2728,101480.048,100596.4466,494.5065917413814,458.51697948190827,434.1791890758237,417.6823231088502,405.1013940272592,395.6410558305927,392.4127046925836,392.5132440138489,395.9625035043679,3.247384397496401,3.1034626341459197,3.004230911935298,2.93569583740412,2.882674936606344,2.842374582968694,2.8285260361784297,2.829256992963093,2.854108123638538,4639.694956785214,decreasingBurden,decreasingBurden,noChange,noChange
13,0604996,Bell Gardens city,urban,West,3 slowly depopulating,increasing,39501,42869.85595,45461.75649,47398.59528,48989.30582,50256.12039,50708.55136,50702.09175,50264.92109,386.4795104219252,354.4219804103897,335.52172844068565,322.704314845698,312.916221233134,305.5455867932182,302.9967647769,303.03859699956257,305.6731909891937,2.112276100173413,2.0182747380319226,1.9534387441287808,1.9086285864658548,1.873904677892207,1.8474821940580728,1.838295399551098,1.838529604313388,1.8545199049667616,4278.326860545272,decreasingBurden,decreasingBurden,noChange,noChange
14,0617498,Cudahy city,urban,West,3 slowly depopulating,increasing,22811,24756.3789,26253.27738,27371.66232,28290.13561,29021.98345,29283.13992,29279.35103,29026.81015,326.33401188453104,300.3306356968512,284.3128272822655,273.4475817768832,265.1552147739263,258.90676646254,256.75190981241656,256.78698640790304,259.01630120360335,1.057510016433738,1.010449751547607,0.9779868156498908,0.955554637044536,0.9381724706876672,0.9249388277512466,0.9203414689227468,0.9204605655715972,0.9284688144984864,5328.53992817267,decreasingBurden,decreasingBurden,noChange,noChange
15,0669070,Santa Barbara city,urban,West,4 fluctuating,increasing,88665,96654.18373,103770.9264,110348.591,117087.1317,123315.7854,128299.875,131627.1786,132930.1318,867.2415450975964,744.8612132397521,697.060838227363,658.1925270873111,622.7647618146649,593.348601820173,571.8033963270082,558.2999816987771,553.189615912057,7.214086375501043,6.876073028363703,6.609645368126195,6.387514813718343,6.180354479038599,6.004723997011502,5.873835594161314,5.7907783190461295,5.759138040715231,3330.120207501436,decreasingBurden,decreasingBurden,decreasingBurden,noChange
16,0622412,El Segundo city,urban,West,5 slowly increasing,increasing,17272,18673.43319,19742.88392,20530.05553,21166.21141,21664.82171,21819.03491,21787.76689,21580.93166,1547.458921841087,1429.937617726565,1357.4596643353668,1308.8195641030718,1272.0695615325387,1244.697416100708,1236.4944147282888,1238.2537008884035,1250.1307462562686,7.166234926056623,6.861914506506486,6.652612502531919,6.509502510916357,6.39994371795098,6.317592654027837,6.292717230070219,6.301748022863146,6.362145021576914,4029.3819353807,decreasingBurden,decreasingBurden,noChange,decreasingBurden
17,0632506,Hawaiian Gardens city,urban,West,3 slowly depopulating,increasing,14149,15427.11111,16433.33962,17195.26157,17824.84404,18353.62785,18595.74429,18640.80522,18522.23872,391.2722470513402,359.35197065560766,338.7729417058997,324.737305661663,314.01024702930744,305.55337081446766,301.8397924305076,301.159531301252,303.0944186905646,3.7450156442752136,3.569130964209524,3.445870944061735,3.3600896829214686,3.293550603103724,3.240428287487765,3.2168927636115385,3.2125650830118,3.2331296920567976,4217.665818709775,decreasingBurden,decreasingBurden,decreasingBurden,noChange
18,0633364,Hermosa Beach city,urban,West,5 slowly increasing,increasing,19728,21301.47924,22581.04542,23634.94248,24590.34087,25415.44351,25931.15579,26200.93424,26253.65546,500.6032697628931,465.8763381184427,441.1765638075594,422.7827327530326,407.4347506823015,395.0747991889485,387.7310137284336,383.9998293638599,383.27612438676135,5.490599153928934,5.261173394663104,5.093204003260013,4.965602907711872,4.857349646466661,4.768995615198117,4.716005696984831,4.688934291406867,4.683694506540789,7148.246202395507,decreasingBurden,decreasingBurden,noChange,noChange
19,0656000,Pasadena city,urban,West,5 slowly increasing,increasing,138699,150325.2843,159242.2217,165872.7979,171283.5538,175568.1811,177026.7617,176917.8276,175336.0147,1118.70381089025,1007.478106548835,954.7135904123786,919.0370663003464,891.9054426492006,871.5725523579706,864.8650687183844,865.397916096776,873.2061215039092,5.621612972977743,5.375465279688736,5.205900737029981,5.089103561512138,4.999047303785993,4.9308169335593846,4.908177957480266,4.911200083377306,4.95550700833884,4738.5550261184735,decreasingBurden,decreasingBurden,decreasingBurden,noChange
20,0651182,Newport Beach city,urban,West,5 slowly increasing,increasing,85239,92591.96258,98423.99316,102768.693,106266.6035,109290.7194,110755.5882,110995.8773,110334.953,1130.9523977908475,1002.1810423988812,946.6345250689094,909.2191333441604,881.2491925366307,858.4656968552,847.8608083011577,846.1492933857445,851.2184435459654,9.43940093163986,9.014809278320955,8.713671749459607,8.506805621143263,8.34989955369201,8.220587034758035,8.159932019756168,8.150101589501663,8.198922022569418,3113.2650139390857,decreasingBurden,decreasingBurden,noChange,decreasingBurden
21,0670000,Santa Monica city,urban,West,5 slowly increasing,increasing,93076,100754.7561,106628.6166,110976.1551,114507.3946,117290.4399,118197.7747,118076.7117,116987.5742,690.4458751819091,641.5752936746186,608.5202445061825,586.2394972623052,569.3463079126132,556.7252706259842,552.7318153345614,553.298230044077,558.4486879758136,3.653410556523056,3.495818483487858,3.387358670657747,3.312893012520937,3.255671767735816,3.212474613763669,3.1987345167299197,3.2020141507172104,3.231824442202652,8235.824135639103,decreasingBurden,decreasingBurden,decreasingBurden,noChange
22,0642468,Lomita city,urban,West,5 slowly increasing,increasing,20921,22704.5536,24077.09126,25102.81964,25945.16021,26616.22502,26855.5934,26852.04344,26620.87571,611.2920323045331,565.0878071353934,534.969698250365,514.5301962433612,498.92518695573824,487.1734177801295,483.1080121676839,483.17997820554586,487.3727048110633,3.964586031874671,3.788217468382135,3.666537738913637,3.5824341502556734,3.5172673417112543,3.4676622820713265,3.4504364358315875,3.4508925989298307,3.48085911908712,4633.295183526106,decreasingBurden,decreasingBurden,noChange,decreasingBurden
23,0645400,Manhattan Beach city,urban,West,5 slowly increasing,increasing,35506,38378.38724,40568.53872,42180.04028,43479.38982,44496.79056,44807.96603,44739.30443,44312.06109,843.9500669867451,783.4832971264177,743.9108259108611,717.3531844804446,697.3260240812564,682.4218889999132,677.9992734004325,679.0449371359792,685.5883607719484,7.23921121322199,6.932649194413538,6.721910838709049,6.577831628029027,6.467756935664352,6.385079068433887,6.360376771927538,6.370138069098502,6.431556992027296,4650.214570406384,decreasingBurden,decreasingBurden,noChange,decreasingBurden
24,0646492,Maywood city,urban,West,3 slowly depopulating,increasing,25138,27432.67781,29301.78456,30837.00753,32225.76911,33425.41184,34154.76374,34521.58187,34562.63071,352.85268626982986,322.70054947179904,303.4441913427805,289.3198842001141,277.6618140912632,268.35268200689626,262.9946375505706,260.3837268387332,260.0953739069677,3.0586083799789163,2.913547643164021,2.8086635615590314,2.730006556348182,2.663928269704492,2.6103173690408967,2.579164116484664,2.56388433779345,2.562190167714524,6044.425199179521,decreasingBurden,decreasingBurden,noChange,noChange
25,0632548,Hawthorne city,urban,West,5 slowly increasing,increasing,88083,95592.30758,101368.6194,105685.9441,109229.8841,112052.726,113059.3178,113043.6959,112067.9946,394.3711205095551,365.52405737740486,346.040274353045,332.82700560683907,322.7352908328436,315.1386483158923,312.52019801916794,312.5616668540489,315.28376581940523,2.9836569008059444,2.8509247806988847,2.7593884177353165,2.6961096855405224,2.647098274612308,2.6097960470107995,2.5968462078151444,2.5972050749899207,2.6198172077141573,7684.241352824662,decreasingBurden,decreasingBurden,noChange,noChange
