STATEFP,GEOID,NAMELSAD,ALAND,AWATER,sum
30,3001675,Anaconda-Deer Lodge County,1907998860,12199890,8213545.02745098
02,0236400,Juneau city and borough,7003406836,1426230792,1.5030858E7
02,0270540,Sitka city and borough,7433415763,5037747536,1095678.0
02,0286380,Wrangell city and borough,6619997018,2384375227,504507.0
02,0203000,Anchorage municipality,4420591349,621302197,1.7625102969411767E8
49,4947290,Magna metro township,39125264,57944495,1.8753924400000006E7
49,4922875,Emigration Canyon metro township,47187917,0,562529.4078431373
49,4984050,White City metro township,2256665,0,4653284.701960784
49,4915720,Copperton metro township,807087,0,242243.31764705875
49,4940470,Kearns metro township,11993405,0,2.1898717450980395E7
22,2218125,Covington city,20771074,345443,1.4824255313725485E7
22,2248225,Mandeville city,18444828,423172,1.9739225239215694E7
22,2218650,Crowley city,15154654,1397,2.0842532921568632E7
22,2205000,Baton Rouge city,223557844,5708637,3.1487223423921573E8
22,2253545,Natchitoches city,58765044,9308983,1.8947537745098032E7
22,2210950,Bunkie city,7827181,39783,5455533.121568629
22,2261615,Ponchatoula city,12256259,10687,6960819.945098041
22,2248750,Marksville city,12466681,34862,5391905.023529417
22,2200975,Alexandria city,73790296,1788418,6.779825731372553E7
22,2260530,Pineville city,32635245,1357876,1.2817123266666668E7
22,2209340,Breaux Bridge city,19983443,462775,1.0500521682352936E7
22,2267600,St. Martinville city,7903789,277271,5814804.08627451
22,2243010,Leesville city,19822518,337144,7805272.921568631
22,2200100,Abbeville city,15660962,83689,1.5815664682352949E7
22,2250885,Minden city,38946147,439466,1.5671086152941177E7
22,2263645,Rayne city,9821507,17505,1.2007622223529413E7
22,2270000,Shreveport city,279195930,40270180,2.5788211458823526E8
22,2278715,Ville Platte city,10403641,1289,9119388.364705889
22,2229850,Gonzales city,23676763,278961,1.5517473556862736E7
22,2221240,Donaldsonville city,9784790,60015,6205458.458823529
22,2220610,DeRidder city,24062013,228174,1.012988965098039E7
22,2261790,Port Allen city,7342523,1276650,8268863.458823534
22,2283405,Zachary city,67705732,87474,1.5217882921568621E7
22,2210075,Broussard city,46332274,101499,2.602645483921568E7
22,2240735,Lafayette city,144582240,203100,1.834582021921571E8
22,2272485,Springhill city,16092285,206901,4420500.11372549
22,2266655,Ruston city,54750521,175428,2.3004151701960783E7
22,2251410,Monroe city,76804875,8423374,8.050453129411773E7
22,2280955,West Monroe city,20787020,743977,2.9581473968627423E7
22,2248365,Mansfield city,9459600,19783,3809311.898039215
22,2220435,Denham Springs city,18887710,157595,1.1001357529411769E7
22,2282495,Winnsboro city,10354904,160383,5932634.250980395
22,2232755,Hammond city,36355203,9581,2.662267812549017E7
22,2267250,St. Gabriel city,76811029,579738,1.685033222745098E7
22,2254035,New Iberia city,28853949,292522,4.202609843137254E7
22,2258045,Opelousas city,25034040,8028,2.4259041729411755E7
22,2252040,Morgan City city,15498740,689895,2.07155144745098E7
22,2213960,Central city,161244698,708155,2.1285398956862744E7
22,2230515,Grambling city,15287902,56873,2652116.6901960797
22,2208920,Bossier City city,113438592,3325431,7.631931729411763E7
22,2238075,Jeanerette city,5978221,139866,5047742.517647058
22,2227155,Franklin city,25696620,1476965,9124960.941176469
22,2260880,Plaquemine city,7570546,214131,7160722.149019606
22,2241155,Lake Charles city,118232073,7281617,1.1118073722745082E8
22,2231915,Gretna city,10451944,1191856,1.944720076078432E7
22,2232930,Harahan city,5227222,1234216,9099168.419607842
22,2239475,Kenner city,38541001,600053,6.381343459215687E7
22,2238355,Jennings city,26947663,47011,1.363343911764706E7
22,2281165,Westwego city,8070430,1241824,9256146.980392158
22,2256540,Oakdale city,13447472,161064,6087624.227450979
22,2273640,Sulphur city,29056325,42041,3.744333295686276E7
27,2740418,Marble city,11141200,261986,299803.662745098
27,2744980,Nashwauk city,38358155,1808559,885741.9764705884
27,2709316,Calumet city,4662402,198134,181949.40784313722
27,2702872,Aurora city,9577360,557322,1309305.7294117648
28,2864200,Ruleville city,6522346,21825,1650515.4666666666
28,2849320,Mound Bayou city,2270503,1086,931072.9725490197
28,2863720,Rosedale city,14024179,161250,1018217.0392156863
28,2867040,Shelby city,7073122,27405,1474858.3019607845
28,2836000,Jackson city,289342143,5532980,1.8608384146274522E8
28,2862520,Ridgeland city,55390227,4587733,3.046039144705883E7
28,2844520,Madison city,65394922,3059241,2.3304487537254903E7
28,2812900,Charleston city,3509615,9391,1490518.5607843138
28,2855760,Pearl city,66008538,321286,2.7268593019607827E7
28,2862400,Richland city,32439577,168591,1.2476702188235302E7
28,2876720,Vicksburg city,85503989,5386389,2.9799697600000005E7
28,2840600,Lexington city,6261178,9785,1209531.22745098
28,2834740,Indianola city,22198456,225273,1.1643616894117644E7
28,2814420,Clinton city,108438662,712244,2.1701694494117644E7
28,2808820,Brookhaven city,56053194,229104,1.7586405729411777E7
28,2881520,Yazoo City city,26118466,322667,9180093.799999997
28,2811100,Canton city,55133669,739030,8240700.31372549
28,2813820,Clarksdale city,48657492,17529,1.9522727388235297E7
28,2808300,Brandon city,66468051,234476,1.845999516078432E7
28,2817060,Crystal Springs city,14061772,136711,3980315.439215686
28,2831220,Hazlehurst city,11474844,116967,2196817.705882353
28,2829180,Greenville city,69656569,2002716,3.456935185098039E7
28,2840280,Leland city,9280974,130595,3183740.7764705885
28,2843280,McComb city,30510048,154492,1.7736832992156863E7
28,2844680,Magnolia city,15909646,117173,3033501.6509803925
28,2825100,Flowood city,74587182,1033142,1.5055791105882358E7
28,2835260,Itta Bena city,3654131,115789,1157588.7098039216
28,2829340,Greenwood city,31947513,922978,1.924672203137256E7
28,2810140,Byram city,47561697,688657,7168548.254901961
28,2850440,Natchez city,40961580,1527127,1.6588770866666669E7
29,2923266,Fairfax city,1205634,14911,572316.7725490197
30,3067450,Shelby city,14974418,453079,2992492.3568627443
30,3067900,Sidney city,8508776,49128,5997075.078431372
30,3008950,Bozeman city,53350021,128022,4.134767354509799E7
30,3073975,Three Forks city,3709633,148667,2599534.7333333343
30,3042700,Laurel city,5626414,4019,8988424.564705888
30,3050200,Missoula city,89346378,491344,8.555370247450992E7
30,3016600,Columbia Falls city,5694415,8162,5938532.286274511
30,3049525,Miles City city,8707066,14553,1.2089698035294127E7
30,3016525,Colstrip city,10478036,16125,1612026.760784314
30,3033775,Hamilton city,6278132,92799,7589892.039215685
30,3035600,Helena city,43565749,98206,4.4929635415686294E7
30,3058750,Polson city,11759189,437266,4986221.30980392
30,3018775,Cut Bank city,2995869,10561,3546481.88627451
30,3040075,Kalispell city,32183656,219526,2.645241372549019E7
30,3079825,Whitefish city,18106404,13911778,6360037.968627453
30,3043975,Livingston city,14610036,138920,9046374.596078439
30,3032800,Great Falls city,59578859,1236484,7.55291517333335E7
30,3031450,Glendive city,8997360,62705,4277469.184313731
30,3064525,Roundup city,3349364,571,2597169.3529411764
30,3027700,Forsyth city,2982725,46254,2240932.250980392
30,3064150,Ronan city,3117406,737,2551581.266666667
30,3003475,Baker city,2925500,258085,1377703.447058823
30,3035050,Havre city,9606256,1241,8823200.356862746
30,3043450,Libby city,4770965,90891,3239697.062745098
30,3075025,Troy city,2192163,11867,735860.0784313723
30,3023125,East Helena city,10406897,173836,1761292.3725490193
30,3006550,Billings city,115982241,277939,1.4629545065882355E8
31,3122080,Henderson city,1655840,3132,1060609.1490196076
31,3102305,Ashland city,3680079,67712,1956516.5607843131
31,3137595,Osmond city,2063586,8793,970684.5607843138
31,3125055,Kearney city,37653029,716147,3.3374081854901962E7
31,3151840,Wayne city,7282449,114652,5494852.694117646
31,3137280,Ord city,5441498,1395,4446385.992156865
31,3105630,Blue Springs city,1985909,48674,267116.21960784314
31,3153835,Wymore city,4848190,78725,1489677.6156862744
31,3123025,Hooper city,1746193,31602,840970.1568627451
31,3140710,Ravenna city,4300823,13898,1795568.9450980395
31,3137525,Osceola city,2387890,304,1089259.721568628
31,3147465,Stromsburg city,2653850,3405,1206616.701960784
31,3100905,Alliance city,12906980,31691,1.2385248482352927E7
31,3102690,Aurora city,8391461,20355,5958587.439215687
31,3104405,Bennington city,2311662,33090,1267357.6941176474
31,3123690,Imperial city,7834700,13555,2890805.7803921564
31,3140605,Ralston city,4232125,5247,9461353.172549017
31,3150020,Valley city,12319680,3107189,5663090.54117647
31,3132060,Milford city,2105419,20572,1853910.6431372548
31,3103950,Bellevue city,54725227,590079,6.209553965882358E7
31,3126385,La Vista city,14007328,5427,2.186039739607843E7
31,3123480,Humphrey city,1283337,11500,818909.1921568627
31,3135000,North Platte city,35018650,484894,2.929951499607841E7
31,3129855,Lyons city,1768206,20660,835971.8431372549
31,3106295,Bridgeport city,2972626,7047,2924212.1882352936
31,3151070,Wakefield city,2751613,182706,1660918.8509803922
31,3148585,Terrytown city,1224667,90919,851899.2078431371
31,3138295,Papillion city,29878814,702012,2.801818714117649E7
31,3122640,Holdrege city,10951898,36417,9806058.545098035
32,3268400,Sparks city,94371261,289555,1.2654983399215686E8
32,3224900,Fernley city,314187477,17443735,2.1225599513725486E7
32,3206500,Boulder City city,539404139,83408,1.8627089678431373E7
32,3251800,North Las Vegas city,262323395,112001,2.684476651333333E8
32,3283730,West Wendover city,19367712,1751,1340954.337254902
32,3246000,Mesquite city,82267298,1204149,1.688535483137255E7
32,3231900,Henderson city,275143250,1272345,3.835543155882354E8
32,3240000,Las Vegas city,367325845,138524,7.023091749372543E8
32,3260600,Reno city,281716689,7338575,2.932941058352939E8
19,1911215,Carter Lake city,4647504,578200,5887497.152941175
19,1917175,Crescent city,2504907,9252,328457.04313725483
19,1952590,Minden city,1467848,13322,278891.48235294124
19,1955560,Neola city,1641855,9378,715392.0078431373
19,1958080,Oakland city,4639984,254792,1173016.7843137258
19,1903025,Arnolds Park city,4131645,499482,1698631.592156862
19,1942600,Lake Park city,4086476,184475,1585031.6666666674
19,1979500,Underwood city,2820898,65311,764824.2156862743
19,1958710,Okoboji city,4550657,12936,1134322.6588235297
19,1959655,Orleans city,2917979,1013,433396.7764705883
19,1981615,Wahpeton city,3103512,63595,515418.65882352943
19,1984450,West Okoboji city,3248765,317159,423210.9921568626
19,1944400,Le Mars city,22110574,22701,1.5947210984313723E7
19,1903520,Atlantic city,21483224,113854,1.1265891168627452E7
19,1913080,Cherokee city,17498501,62863,6685115.709803921
19,1930225,George city,5940711,12058,1411721.2509803923
19,1916860,Council Bluffs city,111271933,7019865,8.785232682352939E7
19,1913575,Clarinda city,13209313,85563,8574428.835294118
19,1966135,Red Oak city,10167716,146857,8834859.199999996
19,1945480,Linn Grove city,1445854,66340,118886.30196078435
19,1952095,Milford city,5639075,25366,4127095.129411764
19,1964200,Portsmouth city,765024,1208,181266.1725490196
19,1974415,Spirit Lake city,11597778,48884,7299225.894117646
19,1935265,Hawarden city,7203967,351328,3394174.3882352924
19,1950430,Maurice city,1558741,14621,420588.5647058823
19,1968205,Rock Valley city,11552774,135552,6357152.898039216
19,1971130,Schleswig city,3210135,31306,835379.0078431374
19,1934005,Hancock city,1872285,94783,210624.56470588234
19,1936840,Holstein city,4084470,13675,2538708.474509804
19,1938010,Ida Grove city,5687844,19162,3349997.4274509805
19,1922890,Dunlap city,2987556,41813,1670305.5647058818
19,1986835,Woodbine city,3461722,131471,1844565.3333333342
19,1937200,Hornick city,649562,14729,162155.2117647059
