STATEFP,GEOID,NAMELSAD,ALAND,AWATER,sum
30,3001675,Anaconda-Deer Lodge County,1907998860,12199890,7930707.337254901
02,0236400,Juneau city and borough,7003406836,1426230792,1.4656992E7
02,0270540,Sitka city and borough,7433415763,5037747536,1060908.0
02,0286380,Wrangell city and borough,6619997018,2384375227,493499.0
02,0203000,Anchorage municipality,4420591349,621302197,1.6190621157647058E8
49,4947290,Magna metro township,39125264,57944495,1.7674465349019602E7
49,4922875,Emigration Canyon metro township,47187917,0,506690.2549019608
49,4984050,White City metro township,2256665,0,4577455.113725491
49,4915720,Copperton metro township,807087,0,237112.04705882355
49,4940470,Kearns metro township,11993405,0,2.097229252549019E7
22,2218125,Covington city,20771074,345443,1.2748716184313739E7
22,2248225,Mandeville city,18444828,423172,1.671024982352942E7
22,2218650,Crowley city,15154654,1397,2.02106452627451E7
22,2205000,Baton Rouge city,223557844,5708637,2.9179477768235284E8
22,2253545,Natchitoches city,58765044,9308983,1.7870781337254897E7
22,2210950,Bunkie city,7827181,39783,5264347.117647056
22,2261615,Ponchatoula city,12256259,10687,6078897.1803921545
22,2248750,Marksville city,12466681,34862,4948975.815686277
22,2200975,Alexandria city,73790296,1788418,6.402996704705883E7
22,2260530,Pineville city,32635245,1357876,1.1818076192156851E7
22,2209340,Breaux Bridge city,19983443,462775,9355560.184313718
22,2267600,St. Martinville city,7903789,277271,5576035.49019608
22,2243010,Leesville city,19822518,337144,7402494.027450977
22,2200100,Abbeville city,15660962,83689,1.504148179215686E7
22,2250885,Minden city,38946147,439466,1.489810223921569E7
22,2263645,Rayne city,9821507,17505,1.1662502176470593E7
22,2270000,Shreveport city,279195930,40270180,2.434026273960784E8
22,2278715,Ville Platte city,10403641,1289,8798168.266666671
22,2229850,Gonzales city,23676763,278961,1.371525419607844E7
22,2221240,Donaldsonville city,9784790,60015,5975465.560784312
22,2220610,DeRidder city,24062013,228174,9546094.643137263
22,2261790,Port Allen city,7342523,1276650,7839128.54117647
22,2283405,Zachary city,67705732,87474,1.298215599999998E7
22,2210075,Broussard city,46332274,101499,2.1449587999999996E7
22,2240735,Lafayette city,144582240,203100,1.687436649686272E8
22,2272485,Springhill city,16092285,206901,4221147.862745096
22,2266655,Ruston city,54750521,175428,2.120743040784313E7
22,2251410,Monroe city,76804875,8423374,7.492842994509813E7
22,2280955,West Monroe city,20787020,743977,2.7285239686274514E7
22,2248365,Mansfield city,9459600,19783,3557274.999999999
22,2220435,Denham Springs city,18887710,157595,9930312.011764703
22,2282495,Winnsboro city,10354904,160383,5689666.505882355
22,2232755,Hammond city,36355203,9581,2.422567998823531E7
22,2267250,St. Gabriel city,76811029,579738,1.5694357368627455E7
22,2254035,New Iberia city,28853949,292522,4.051115410196076E7
22,2258045,Opelousas city,25034040,8028,2.2936439376470592E7
22,2252040,Morgan City city,15498740,689895,2.0156109050980397E7
22,2213960,Central city,161244698,708155,1.844263442352941E7
22,2230515,Grambling city,15287902,56873,2532442.4941176446
22,2208920,Bossier City city,113438592,3325431,7.112059866274509E7
22,2238075,Jeanerette city,5978221,139866,4861420.82745098
22,2227155,Franklin city,25696620,1476965,8648192.647058824
22,2260880,Plaquemine city,7570546,214131,6900923.8392156875
22,2241155,Lake Charles city,118232073,7281617,1.031077157058823E8
22,2231915,Gretna city,10451944,1191856,1.9178051788235284E7
22,2232930,Harahan city,5227222,1234216,8929817.262745097
22,2239475,Kenner city,38541001,600053,6.269935827843135E7
22,2238355,Jennings city,26947663,47011,1.28945180745098E7
22,2281165,Westwego city,8070430,1241824,9182493.509803923
22,2256540,Oakdale city,13447472,161064,5646201.84705882
22,2273640,Sulphur city,29056325,42041,3.449091671372546E7
27,2740418,Marble city,11141200,261986,276465.6549019608
27,2744980,Nashwauk city,38358155,1808559,850225.3607843136
27,2709316,Calumet city,4662402,198134,174278.93333333332
27,2702872,Aurora city,9577360,557322,1263667.0862745098
28,2864200,Ruleville city,6522346,21825,1565663.576470588
28,2849320,Mound Bayou city,2270503,1086,904195.6980392158
28,2863720,Rosedale city,14024179,161250,975881.4039215686
28,2867040,Shelby city,7073122,27405,1437569.2196078426
28,2836000,Jackson city,289342143,5532980,1.7099414930196083E8
28,2862520,Ridgeland city,55390227,4587733,2.724845197647059E7
28,2844520,Madison city,65394922,3059241,1.94515001372549E7
